"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Sympk",81.0267057082238,-0.268764940579225,0.136747950675474,-1.96540379034308,0.0493675211481779,0.106037058425264
"Tph1",1.63345278127975,-1.77942617898546,0.905573844723158,-1.96497081861882,0.0494176151122282,0.106129576310776
"Gm38190",1.13944099174132,-2.74233463241241,1.39601864629347,-1.9643968507824,0.0494840877740082,0.106257237909046
"Gm45137",0.776845571228294,-3.08221624021943,1.56980458445293,-1.96343944382961,0.0495951343870971,0.1064805633475
"Gm28578",1.02956973905099,-2.32059251875633,1.18199342474442,-1.96328716401963,0.0496128160940954,0.106503399729401
"Tmem38b",2.91685136762803,-1.39659720400633,0.711422970398278,-1.96310389475401,0.0496341030987468,0.106533967988607
"Gm10862",1.38913261443206,2.59039723675208,1.32087486306482,1.96112236608212,0.0498647502427731,0.107013831547416
"Marveld3",0.815595426421281,-2.87128725478308,1.46442844076456,-1.96068798915432,0.0499154310238011,0.10710739116917
"Atp5k",5.20051235552895,-0.945010791797721,0.482003041966949,-1.96059092893136,0.0499267613939631,0.10711649900547
"Hectd1",98.1763785140699,-0.245445670276397,0.125200582905644,-1.96041954901579,0.0499467727732361,0.107144226481199
"Gm45925",0.754817769367955,-3.40768153385011,1.73840829110954,-1.96023083373305,0.0499688161164731,0.107163848987561
"Prdm13",4.7443045586252,1.12373509983162,0.573269928486659,1.96021986151986,0.0499700980031303,0.107163848987561
"Hars",12.2140641438143,0.711549741684906,0.363016121624535,1.96010507329715,0.0499835103955717,0.107177408035441
"Gm4800",0.758313695406709,-3.40774173777246,1.73864848492349,-1.95999465522924,0.0499964150066137,0.10718987457878
"Adck1",4.16266094173945,1.11734199308134,0.57014775412854,1.95974111094969,0.0500260574157179,0.107238217520336
"Gm12996",0.576852160198298,-3.07587564869963,1.56960364933511,-1.95965118327967,0.050036574592816,0.107245554816333
"Pspc1",11.4039926215426,0.757422246539597,0.386552277976463,1.95943030139306,0.0500624149319079,0.107285728172052
"Gm37334",2.84453375908651,-1.60412785392687,0.819045288246339,-1.95853376723707,0.0501674127771657,0.107495503749456
"Rab39b",7.44290152659827,0.853541054282017,0.435966015342808,1.95781557333285,0.0502516573612059,0.107660757416291
"C1galt1",7.1349600189208,-0.900463446023541,0.460037499900229,-1.95736966273147,0.0503040225863283,0.10775767456958
"Leng1",4.50276679628825,-1.37402076241618,0.702167566963297,-1.9568274398638,0.0503677597891715,0.107878921044617
"Tmem121b",1.41558956214397,2.41947143346851,1.23667434004896,1.95643376361534,0.0504140780310648,0.107962830088625
"Dkk2",0.606064379533026,3.15395631271375,1.61241995507138,1.95603899765314,0.0504605603204122,0.108038174383999
"Gm10657",1.50929889268394,-2.18390989964906,1.11651060120043,-1.95601358133188,0.0504635542320181,0.108038174383999
"Rspo4",0.681326580994041,2.93424623676696,1.5003191815065,1.95574799878292,0.0504948473917406,0.108089862364903
"Rpusd2",4.09053332195528,-1.19109964440698,0.609064708289156,-1.95562085308266,0.0505098345173119,0.108106635763586
"Hnrnpab",17.1696926034705,-0.575963363930906,0.294726121975442,-1.95423249242528,0.0506737283199169,0.108442065545326
"Psmc1",12.8165661458488,0.609405577252845,0.311849803303547,1.95416373779035,0.050681856261168,0.108444107728249
